district,state,city,locality,property_type,category,price_per_sqft_inr,rent_per_sqft_inr,yield_pct,price_change_qoq_pct,source,fetched_at,data_source,area_sqft,bhk,bath,price_lakhs,locality_key
Surat,Gujarat,Surat,Dumas Road,Penthouse,residential,6412.5,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3200,5,5,205.2,dumas road
Surat,Gujarat,Surat,Dumas Road,Villa,residential,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1500,2,2,71.25,dumas road
Surat,Gujarat,Surat,Dumas Road,Villa,residential,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2200,3,3,104.5,dumas road
Surat,Gujarat,Surat,Dumas Road,Villa,residential,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3000,4,4,142.5,dumas road
Surat,Gujarat,Surat,Dumas Road,Villa,residential,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4500,5,5,213.75,dumas road
Surat,Gujarat,Surat,Dumas Road,Bungalow,residential,5130.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,3,3,128.25,dumas road
Surat,Gujarat,Surat,Dumas Road,Bungalow,residential,5130.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3500,4,4,179.55,dumas road
Surat,Gujarat,Surat,Dumas Road,Bungalow,residential,5130.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,5000,5,5,256.5,dumas road
Surat,Gujarat,Surat,Dumas Road,Bungalow,residential,5130.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,6500,6,6,333.45,dumas road
Surat,Gujarat,Surat,Dumas Road,House,residential,4655.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1200,2,2,55.86,dumas road
Surat,Gujarat,Surat,Dumas Road,House,residential,4655.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1800,3,3,83.79,dumas road
Surat,Gujarat,Surat,Dumas Road,House,residential,4655.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2400,4,4,111.72,dumas road
Surat,Gujarat,Surat,Dumas Road,House,residential,4655.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3200,5,5,148.96,dumas road
Surat,Gujarat,Surat,Dumas Road,Plot,residential,2612.5,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,26.12,dumas road
Surat,Gujarat,Surat,Dumas Road,Plot,residential,2612.5,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1500,0,0,39.19,dumas road
Surat,Gujarat,Surat,Dumas Road,Plot,residential,2612.5,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2400,0,0,62.7,dumas road
Surat,Gujarat,Surat,Dumas Road,Plot,residential,2612.5,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4000,0,0,104.5,dumas road
Surat,Gujarat,Surat,Dumas Road,Shop,commercial,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,200,0,0,9.5,dumas road
Surat,Gujarat,Surat,Dumas Road,Shop,commercial,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,400,0,0,19.0,dumas road
Surat,Gujarat,Surat,Dumas Road,Shop,commercial,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,800,0,0,38.0,dumas road
Surat,Gujarat,Surat,Dumas Road,Shop,commercial,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1200,0,0,57.0,dumas road
Surat,Gujarat,Surat,Dumas Road,Showroom,commercial,5320.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,600,0,0,31.92,dumas road
Surat,Gujarat,Surat,Dumas Road,Showroom,commercial,5320.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1200,0,0,63.84,dumas road
Surat,Gujarat,Surat,Dumas Road,Showroom,commercial,5320.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,0,0,133.0,dumas road
Surat,Gujarat,Surat,Dumas Road,Showroom,commercial,5320.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4000,0,0,212.8,dumas road
Surat,Gujarat,Surat,Dumas Road,Office,commercial,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,500,0,0,23.75,dumas road
Surat,Gujarat,Surat,Dumas Road,Office,commercial,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,47.5,dumas road
Surat,Gujarat,Surat,Dumas Road,Office,commercial,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,0,0,95.0,dumas road
Surat,Gujarat,Surat,Dumas Road,Office,commercial,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,5000,0,0,237.5,dumas road
Surat,Gujarat,Surat,Dumas Road,Commercial,commercial,4987.5,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,500,0,0,24.94,dumas road
Surat,Gujarat,Surat,Dumas Road,Commercial,commercial,4987.5,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,49.88,dumas road
Surat,Gujarat,Surat,Dumas Road,Commercial,commercial,4987.5,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,0,0,99.75,dumas road
Surat,Gujarat,Surat,Dumas Road,Commercial,commercial,4987.5,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3500,0,0,174.56,dumas road
Surat,Gujarat,Surat,Dumas Road,Warehouse,commercial,3420.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1500,0,0,51.3,dumas road
Surat,Gujarat,Surat,Dumas Road,Warehouse,commercial,3420.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3000,0,0,102.6,dumas road
Surat,Gujarat,Surat,Dumas Road,Warehouse,commercial,3420.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,5000,0,0,171.0,dumas road
Surat,Gujarat,Surat,Dumas Road,Warehouse,commercial,3420.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,10000,0,0,342.0,dumas road
Surat,Gujarat,Surat,Dumas Road,Retail,commercial,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,300,0,0,14.25,dumas road
Surat,Gujarat,Surat,Dumas Road,Retail,commercial,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,600,0,0,28.5,dumas road
Surat,Gujarat,Surat,Dumas Road,Retail,commercial,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,47.5,dumas road
Surat,Gujarat,Surat,Dumas Road,Retail,commercial,4750.0,,,,https://www.squareyards.com/property-rates/dumas-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1800,0,0,85.5,dumas road
Surat,Gujarat,Surat,Ghod Dod Road,Apartment,residential,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,550,1,1,29.7,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Apartment,residential,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1050,2,2,56.7,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Apartment,residential,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1450,3,3,78.3,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Apartment,residential,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,4,4,108.0,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Flat,residential,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,550,1,1,29.7,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Flat,residential,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1050,2,2,56.7,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Flat,residential,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1450,3,3,78.3,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Flat,residential,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,4,4,108.0,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Studio,residential,4968.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,400,1,1,19.87,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Studio,residential,4968.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,500,1,1,24.84,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Penthouse,residential,7290.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1800,3,3,131.22,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Penthouse,residential,7290.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,4,4,182.25,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Penthouse,residential,7290.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3200,5,5,233.28,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Villa,residential,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1500,2,2,81.0,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Villa,residential,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2200,3,3,118.8,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Villa,residential,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3000,4,4,162.0,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Villa,residential,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4500,5,5,243.0,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Bungalow,residential,5832.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,3,3,145.8,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Bungalow,residential,5832.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3500,4,4,204.12,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Bungalow,residential,5832.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,5000,5,5,291.6,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Bungalow,residential,5832.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,6500,6,6,379.08,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,House,residential,5292.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1200,2,2,63.5,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,House,residential,5292.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1800,3,3,95.26,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,House,residential,5292.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2400,4,4,127.01,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,House,residential,5292.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3200,5,5,169.34,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Plot,residential,2970.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,29.7,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Plot,residential,2970.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1500,0,0,44.55,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Plot,residential,2970.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2400,0,0,71.28,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Plot,residential,2970.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4000,0,0,118.8,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Shop,commercial,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,200,0,0,10.8,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Shop,commercial,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,400,0,0,21.6,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Shop,commercial,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,800,0,0,43.2,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Shop,commercial,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1200,0,0,64.8,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Showroom,commercial,6048.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,600,0,0,36.29,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Showroom,commercial,6048.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1200,0,0,72.58,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Showroom,commercial,6048.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,0,0,151.2,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Showroom,commercial,6048.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4000,0,0,241.92,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Commercial,commercial,5670.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,500,0,0,28.35,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Commercial,commercial,5670.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,56.7,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Commercial,commercial,5670.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,0,0,113.4,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Commercial,commercial,5670.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3500,0,0,198.45,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Warehouse,commercial,3888.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1500,0,0,58.32,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Warehouse,commercial,3888.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3000,0,0,116.64,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Warehouse,commercial,3888.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,5000,0,0,194.4,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Warehouse,commercial,3888.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,10000,0,0,388.8,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Retail,commercial,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,300,0,0,16.2,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Retail,commercial,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,600,0,0,32.4,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Retail,commercial,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,54.0,ghod dod road
Surat,Gujarat,Surat,Ghod Dod Road,Retail,commercial,5400.0,,,,https://www.squareyards.com/property-rates/ghod-dod-road-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1800,0,0,97.2,ghod dod road
Surat,Gujarat,Surat,Godadara,Apartment,residential,2312.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,550,1,1,12.72,godadara
Surat,Gujarat,Surat,Godadara,Apartment,residential,2312.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1050,2,2,24.28,godadara
Surat,Gujarat,Surat,Godadara,Apartment,residential,2312.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1450,3,3,33.52,godadara
Surat,Gujarat,Surat,Godadara,Apartment,residential,2312.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,4,4,46.24,godadara
Surat,Gujarat,Surat,Godadara,Flat,residential,2312.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,550,1,1,12.72,godadara
Surat,Gujarat,Surat,Godadara,Flat,residential,2312.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1050,2,2,24.28,godadara
Surat,Gujarat,Surat,Godadara,Flat,residential,2312.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1450,3,3,33.52,godadara
Surat,Gujarat,Surat,Godadara,Flat,residential,2312.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,4,4,46.24,godadara
Surat,Gujarat,Surat,Godadara,Studio,residential,2127.04,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,400,1,1,8.51,godadara
Surat,Gujarat,Surat,Godadara,Studio,residential,2127.04,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,500,1,1,10.64,godadara
Surat,Gujarat,Surat,Godadara,Penthouse,residential,3121.2,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1800,3,3,56.18,godadara
Surat,Gujarat,Surat,Godadara,Penthouse,residential,3121.2,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,4,4,78.03,godadara
Surat,Gujarat,Surat,Godadara,Penthouse,residential,3121.2,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3200,5,5,99.88,godadara
Surat,Gujarat,Surat,Godadara,Villa,residential,3515.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1500,2,2,52.73,godadara
Surat,Gujarat,Surat,Godadara,Villa,residential,3515.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2200,3,3,77.33,godadara
Surat,Gujarat,Surat,Godadara,Villa,residential,3515.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3000,4,4,105.45,godadara
Surat,Gujarat,Surat,Godadara,Villa,residential,3515.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4500,5,5,158.18,godadara
Surat,Gujarat,Surat,Godadara,Bungalow,residential,3796.2,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,3,3,94.91,godadara
Surat,Gujarat,Surat,Godadara,Bungalow,residential,3796.2,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3500,4,4,132.87,godadara
Surat,Gujarat,Surat,Godadara,Bungalow,residential,3796.2,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,5000,5,5,189.81,godadara
Surat,Gujarat,Surat,Godadara,Bungalow,residential,3796.2,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,6500,6,6,246.75,godadara
Surat,Gujarat,Surat,Godadara,House,residential,3444.7,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1200,2,2,41.34,godadara
Surat,Gujarat,Surat,Godadara,House,residential,3444.7,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1800,3,3,62.0,godadara
Surat,Gujarat,Surat,Godadara,House,residential,3444.7,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2400,4,4,82.67,godadara
Surat,Gujarat,Surat,Godadara,House,residential,3444.7,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3200,5,5,110.23,godadara
Surat,Gujarat,Surat,Godadara,Plot,residential,1271.6,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,12.72,godadara
Surat,Gujarat,Surat,Godadara,Plot,residential,1271.6,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1500,0,0,19.07,godadara
Surat,Gujarat,Surat,Godadara,Plot,residential,1271.6,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2400,0,0,30.52,godadara
Surat,Gujarat,Surat,Godadara,Plot,residential,1271.6,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4000,0,0,50.86,godadara
Surat,Gujarat,Surat,Godadara,Shop,commercial,2312.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,200,0,0,4.62,godadara
Surat,Gujarat,Surat,Godadara,Shop,commercial,2312.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,400,0,0,9.25,godadara
Surat,Gujarat,Surat,Godadara,Shop,commercial,2312.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,800,0,0,18.5,godadara
Surat,Gujarat,Surat,Godadara,Shop,commercial,2312.0,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1200,0,0,27.74,godadara
Surat,Gujarat,Surat,Godadara,Showroom,commercial,2589.44,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,600,0,0,15.54,godadara
Surat,Gujarat,Surat,Godadara,Showroom,commercial,2589.44,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1200,0,0,31.07,godadara
Surat,Gujarat,Surat,Godadara,Showroom,commercial,2589.44,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,0,0,64.74,godadara
Surat,Gujarat,Surat,Godadara,Showroom,commercial,2589.44,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4000,0,0,103.58,godadara
Surat,Gujarat,Surat,Godadara,Commercial,commercial,2427.6,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,500,0,0,12.14,godadara
Surat,Gujarat,Surat,Godadara,Commercial,commercial,2427.6,,,,https://www.squareyards.com/property-rates/godadara-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,24.28,godadara
